dataset,attack,f,f_pct,defense,krum_applicable,seed,auroc,pr_auc,bal_acc,mcc,auc_lc,bsr,convergence_fail,runtime_s,comm_params_per_round,auroc_clean,auroc_degradation,aggregator_effective,run_status
eicu,backdoor,3,37.5,clipping,True,23,0.88768,0.49399,0.81161,0.29891,0.8770767857142857,0.92063,0,0.379,976,0.88835,-0.0006699999999999,clipping,valid_primary
eicu,backdoor,3,37.5,clipping,True,37,0.89177,0.52006,0.81161,0.29891,0.8848553571428573,0.92262,0,0.376,976,0.89203,-0.00026,clipping,valid_primary
eicu,alie,1,12.5,fedavg,True,7,0.8942,0.49337,0.81056,0.2973,0.8843539285714285,,0,0.32,976,0.89052,0.00368,fedavg,valid_primary
eicu,alie,1,12.5,fedavg,True,11,0.88852,0.45992,0.81056,0.2973,0.8778425,,0,0.319,976,0.88994,-0.0014199999999999,fedavg,valid_primary
eicu,alie,1,12.5,fedavg,True,19,0.88868,0.47817,0.81474,0.30382,0.8815853571428571,,0,0.319,976,0.89102,-0.00234,fedavg,valid_primary
eicu,alie,1,12.5,fedavg,True,23,0.88593,0.47039,0.8137,0.30217,0.8763253571428572,,0,0.32,976,0.88835,-0.0024199999999999,fedavg,valid_primary
eicu,alie,1,12.5,fedavg,True,37,0.88877,0.4856,0.81161,0.29891,0.8820032142857143,,0,0.316,976,0.89203,-0.00326,fedavg,valid_primary
eicu,alie,1,12.5,coord_median,True,7,0.89478,0.50252,0.80117,0.2834,0.8848435714285715,,0,0.321,976,0.89253,0.0022499999999999,coord_median,valid_primary
eicu,alie,1,12.5,coord_median,True,11,0.89319,0.49744,0.80117,0.2834,0.8808942857142856,,0,0.32,976,0.89177,0.00142,coord_median,valid_primary
eicu,alie,1,12.5,coord_median,True,19,0.89395,0.52193,0.80848,0.29413,0.8847985714285713,,0,0.318,976,0.89244,0.00151,coord_median,valid_primary
eicu,alie,1,12.5,coord_median,True,23,0.89077,0.51462,0.81161,0.29891,0.8803099999999999,,0,0.321,976,0.88902,0.0017499999999999,coord_median,valid_primary
eicu,alie,1,12.5,coord_median,True,37,0.89061,0.49474,0.80743,0.29256,0.8837578571428572,,0,0.318,976,0.89328,-0.0026699999999999,coord_median,valid_primary
eicu,alie,1,12.5,trimmed_mean,True,7,0.89628,0.50816,0.81056,0.2973,0.8858782142857144,,0,0.32,976,0.8937,0.0025799999999999,trimmed_mean,valid_primary
eicu,alie,1,12.5,trimmed_mean,True,11,0.89211,0.48632,0.80743,0.29256,0.8809307142857142,,0,0.313,976,0.89395,-0.00184,trimmed_mean,valid_primary
eicu,alie,1,12.5,trimmed_mean,True,19,0.89319,0.50907,0.80952,0.29571,0.8844789285714286,,0,0.325,976,0.8947,-0.00151,trimmed_mean,valid_primary
eicu,alie,1,12.5,trimmed_mean,True,23,0.89035,0.49217,0.81161,0.29891,0.8798832142857143,,0,0.324,976,0.89194,-0.0015899999999999,trimmed_mean,valid_primary
eicu,alie,1,12.5,trimmed_mean,True,37,0.89161,0.49181,0.81161,0.29891,0.8845850000000002,,0,0.315,976,0.89578,-0.00417,trimmed_mean,valid_primary
eicu,alie,1,12.5,krum,True,7,0.88635,0.4636,0.79804,0.27898,0.8815464285714286,,0,0.315,976,0.89704,-0.0106899999999999,krum,valid_primary
eicu,alie,1,12.5,krum,True,11,0.87942,0.43348,0.77491,0.25646,0.8737046428571428,,0,0.32,976,0.87357,0.00585,krum,valid_primary
eicu,alie,1,12.5,krum,True,19,0.8815,0.45702,0.77491,0.25646,0.8777753571428573,,0,0.338,976,0.88676,-0.00526,krum,valid_primary
eicu,alie,1,12.5,krum,True,23,0.87891,0.45717,0.77386,0.25506,0.8741728571428572,,0,0.316,976,0.87232,0.0065899999999999,krum,valid_primary
eicu,alie,1,12.5,krum,True,37,0.88017,0.44911,0.79282,0.27183,0.8784196428571428,,0,0.321,976,0.88935,-0.0091799999999999,krum,valid_primary
eicu,alie,1,12.5,clipping,True,7,0.8942,0.49337,0.81056,0.2973,0.8843539285714285,,0,0.324,976,0.89052,0.00368,clipping,valid_primary
eicu,alie,1,12.5,clipping,True,11,0.88852,0.45992,0.81056,0.2973,0.8778425,,0,0.319,976,0.88994,-0.0014199999999999,clipping,valid_primary
eicu,alie,1,12.5,clipping,True,19,0.88868,0.47817,0.81474,0.30382,0.8815853571428571,,0,0.32,976,0.89102,-0.00234,clipping,valid_primary
eicu,alie,1,12.5,clipping,True,23,0.88593,0.47039,0.8137,0.30217,0.8763253571428572,,0,0.32,976,0.88835,-0.0024199999999999,clipping,valid_primary
eicu,alie,1,12.5,clipping,True,37,0.88877,0.4856,0.81161,0.29891,0.8820032142857143,,0,0.31,976,0.89203,-0.00326,clipping,valid_primary
eicu,alie,2,25.0,fedavg,True,7,0.8886,0.47961,0.80639,0.291,0.8806178571428571,,0,0.319,976,0.89052,-0.00192,fedavg,valid_primary
eicu,alie,2,25.0,fedavg,True,11,0.88685,0.45306,0.80534,0.28946,0.8767042857142856,,0,0.321,976,0.88994,-0.0030899999999999,fedavg,valid_primary
eicu,alie,2,25.0,fedavg,True,19,0.89754,0.51769,0.80952,0.29571,0.8864485714285715,,0,0.323,976,0.89102,0.0065199999999999,fedavg,valid_primary
eicu,alie,2,25.0,fedavg,True,23,0.88443,0.44752,0.81265,0.30054,0.8738778571428573,,0,0.319,976,0.88835,-0.0039199999999999,fedavg,valid_primary
eicu,alie,2,25.0,fedavg,True,37,0.89127,0.48003,0.80639,0.291,0.8839310714285716,,0,0.32,976,0.89203,-0.0007599999999999,fedavg,valid_primary
eicu,alie,2,25.0,coord_median,True,7,0.88768,0.48432,0.80639,0.291,0.8794889285714287,,0,0.32,976,0.89253,-0.00485,coord_median,valid_primary
eicu,alie,2,25.0,coord_median,True,11,0.88718,0.46859,0.80013,0.28192,0.87753,,0,0.312,976,0.89177,-0.0045899999999999,coord_median,valid_primary
eicu,alie,2,25.0,coord_median,True,19,0.89687,0.52907,0.80326,0.2864,0.886512857142857,,0,0.318,976,0.89244,0.0044299999999999,coord_median,valid_primary
eicu,alie,2,25.0,coord_median,True,23,0.88735,0.48486,0.78639,0.27253,0.8773707142857143,,0,0.318,976,0.88902,-0.00167,coord_median,valid_primary
eicu,alie,2,25.0,coord_median,True,37,0.89127,0.48487,0.79908,0.28044,0.8844939285714286,,0,0.321,976,0.89328,-0.0020099999999999,coord_median,valid_primary
eicu,alie,2,25.0,trimmed_mean,True,7,0.88944,0.4919,0.80534,0.28946,0.8801221428571429,,0,0.316,976,0.8937,-0.00426,trimmed_mean,valid_primary
eicu,alie,2,25.0,trimmed_mean,True,11,0.88885,0.47191,0.80013,0.28192,0.8784150000000002,,0,0.32,976,0.89395,-0.0050999999999999,trimmed_mean,valid_primary
eicu,alie,2,25.0,trimmed_mean,True,19,0.89653,0.51482,0.8043,0.28792,0.8867632142857144,,0,0.317,976,0.8947,0.0018299999999999,trimmed_mean,valid_primary
eicu,alie,2,25.0,trimmed_mean,True,23,0.8891,0.48321,0.80743,0.29256,0.8775239285714286,,0,0.319,976,0.89194,-0.0028399999999999,trimmed_mean,valid_primary
eicu,alie,2,25.0,trimmed_mean,True,37,0.89186,0.48224,0.80013,0.28192,0.8840060714285712,,0,0.322,976,0.89578,-0.00392,trimmed_mean,valid_primary
eicu,alie,2,25.0,krum,True,7,0.88309,0.47266,0.79908,0.28044,0.8776842857142858,,0,0.326,976,0.89704,-0.0139499999999999,krum,valid_primary
eicu,alie,2,25.0,krum,True,11,0.88192,0.44207,0.79491,0.27466,0.8741253571428571,,0,0.316,976,0.87357,0.00835,krum,valid_primary
eicu,alie,2,25.0,krum,True,19,0.89445,0.5074,0.80743,0.29256,0.8851717857142856,,0,0.326,976,0.88676,0.0076899999999999,krum,valid_primary
eicu,alie,2,25.0,krum,True,23,0.88058,0.45864,0.7843,0.26951,0.8737989285714284,,0,0.321,976,0.87232,0.00826,krum,valid_primary
eicu,alie,2,25.0,krum,True,37,0.88551,0.46215,0.79699,0.27753,0.8814264285714286,,0,0.318,976,0.88935,-0.0038399999999999,krum,valid_primary
eicu,alie,2,25.0,clipping,True,7,0.8886,0.47961,0.80639,0.291,0.8806178571428571,,0,0.321,976,0.89052,-0.00192,clipping,valid_primary
eicu,alie,2,25.0,clipping,True,11,0.88685,0.45306,0.80534,0.28946,0.8767042857142856,,0,0.321,976,0.88994,-0.0030899999999999,clipping,valid_primary
eicu,alie,2,25.0,clipping,True,19,0.89754,0.51769,0.80952,0.29571,0.8864485714285715,,0,0.329,976,0.89102,0.0065199999999999,clipping,valid_primary
eicu,alie,2,25.0,clipping,True,23,0.88443,0.44752,0.81265,0.30054,0.8738778571428573,,0,0.322,976,0.88835,-0.0039199999999999,clipping,valid_primary
eicu,alie,2,25.0,clipping,True,37,0.89127,0.48003,0.80639,0.291,0.8839310714285716,,0,0.327,976,0.89203,-0.0007599999999999,clipping,valid_primary
eicu,alie,3,37.5,fedavg,True,7,0.88994,0.4688,0.80743,0.29256,0.8827642857142857,,0,0.312,976,0.89052,-0.00058,fedavg,valid_primary
eicu,alie,3,37.5,fedavg,True,11,0.878,0.42159,0.78534,0.27101,0.8705728571428571,,0,0.312,976,0.88994,-0.0119399999999999,fedavg,valid_primary
eicu,alie,3,37.5,fedavg,True,19,0.89662,0.50119,0.80639,0.291,0.8859521428571427,,0,0.316,976,0.89102,0.0055999999999999,fedavg,valid_primary
eicu,alie,3,37.5,fedavg,True,23,0.88175,0.46853,0.78952,0.27716,0.8736017857142857,,0,0.329,976,0.88835,-0.0065999999999999,fedavg,valid_primary
eicu,alie,3,37.5,fedavg,True,37,0.88468,0.46347,0.80013,0.28192,0.8801960714285714,,0,0.328,976,0.89203,-0.0073499999999999,fedavg,valid_primary
eicu,alie,3,37.5,coord_median,True,7,0.88443,0.45461,0.78969,0.26766,0.8797639285714286,,0,0.317,976,0.89253,-0.0080999999999999,coord_median,valid_primary
eicu,alie,3,37.5,coord_median,True,11,0.86839,0.40504,0.76551,0.24422,0.8663132142857143,,0,0.323,976,0.89177,-0.0233799999999999,coord_median,valid_primary
eicu,alie,3,37.5,coord_median,True,19,0.89169,0.49441,0.80117,0.2834,0.883119642857143,,0,0.324,976,0.89244,-0.00075,coord_median,valid_primary
eicu,alie,3,37.5,coord_median,True,23,0.8729,0.45982,0.77177,0.25229,0.869462857142857,,0,0.323,976,0.88902,-0.01612,coord_median,valid_primary
eicu,alie,3,37.5,coord_median,True,37,0.87524,0.45258,0.76342,0.2416,0.8755421428571427,,0,0.326,976,0.89328,-0.0180399999999999,coord_median,valid_primary
eicu,alie,3,37.5,trimmed_mean,True,7,0.88443,0.45461,0.78969,0.26766,0.8797639285714286,,0,0.327,976,0.8937,-0.00927,trimmed_mean,valid_primary
eicu,alie,3,37.5,trimmed_mean,True,11,0.86839,0.40504,0.76551,0.24422,0.8663132142857143,,0,0.324,976,0.89395,-0.02556,trimmed_mean,valid_primary
eicu,alie,3,37.5,trimmed_mean,True,19,0.89169,0.49441,0.80117,0.2834,0.883119642857143,,0,0.322,976,0.8947,-0.00301,trimmed_mean,valid_primary
eicu,alie,3,37.5,trimmed_mean,True,23,0.8729,0.45982,0.77177,0.25229,0.869462857142857,,0,0.318,976,0.89194,-0.0190399999999999,trimmed_mean,valid_primary
eicu,alie,3,37.5,trimmed_mean,True,37,0.87524,0.45258,0.76342,0.2416,0.8755421428571427,,0,0.329,976,0.89578,-0.02054,trimmed_mean,valid_primary
eicu,alie,3,37.5,krum,False,7,0.88994,0.4688,0.80743,0.29256,0.8827642857142857,,0,0.313,976,0.89704,-0.0070999999999999,fedavg,not_applicable_diagnostic_fallback
eicu,alie,3,37.5,krum,False,11,0.878,0.42159,0.78534,0.27101,0.8705728571428571,,0,0.318,976,0.87357,0.00443,fedavg,not_applicable_diagnostic_fallback
eicu,alie,3,37.5,krum,False,19,0.89662,0.50119,0.80639,0.291,0.8859521428571427,,0,0.33,976,0.88676,0.0098599999999999,fedavg,not_applicable_diagnostic_fallback
eicu,alie,3,37.5,krum,False,23,0.88175,0.46853,0.78952,0.27716,0.8736017857142857,,0,0.315,976,0.87232,0.00943,fedavg,not_applicable_diagnostic_fallback
eicu,alie,3,37.5,krum,False,37,0.88468,0.46347,0.80013,0.28192,0.8801960714285714,,0,0.316,976,0.88935,-0.0046699999999999,fedavg,not_applicable_diagnostic_fallback
eicu,alie,3,37.5,clipping,True,7,0.88994,0.4688,0.80743,0.29256,0.8827642857142857,,0,0.318,976,0.89052,-0.00058,clipping,valid_primary
eicu,alie,3,37.5,clipping,True,11,0.878,0.42159,0.78534,0.27101,0.8705728571428571,,0,0.317,976,0.88994,-0.0119399999999999,clipping,valid_primary
eicu,alie,3,37.5,clipping,True,19,0.89662,0.50119,0.80639,0.291,0.8859521428571427,,0,0.318,976,0.89102,0.0055999999999999,clipping,valid_primary
eicu,alie,3,37.5,clipping,True,23,0.88175,0.46853,0.78952,0.27716,0.8736017857142857,,0,0.331,976,0.88835,-0.0065999999999999,clipping,valid_primary
eicu,alie,3,37.5,clipping,True,37,0.88468,0.46347,0.80013,0.28192,0.8801960714285714,,0,0.325,976,0.89203,-0.0073499999999999,clipping,valid_primary
cimas,none,0,0.0,fedavg,True,7,0.7911,0.70377,0.72737,0.45687,0.7887960714285717,,0,0.341,966,0.7911,0.0,fedavg,valid_primary
cimas,none,0,0.0,fedavg,True,11,0.79163,0.70428,0.7302,0.4626,0.7899628571428571,,0,0.338,966,0.79163,0.0,fedavg,valid_primary
cimas,none,0,0.0,fedavg,True,19,0.79082,0.70244,0.73122,0.46554,0.7878132142857143,,0,0.337,966,0.79082,0.0,fedavg,valid_primary
cimas,none,0,0.0,fedavg,True,23,0.79124,0.7037,0.73237,0.46782,0.7886299999999998,,0,0.345,966,0.79124,0.0,fedavg,valid_primary
cimas,none,0,0.0,fedavg,True,37,0.79091,0.70192,0.73093,0.46577,0.7879242857142855,,0,0.359,966,0.79091,0.0,fedavg,valid_primary
cimas,none,0,0.0,coord_median,True,7,0.79005,0.70174,0.72983,0.46088,0.7879860714285716,,0,0.387,966,0.79005,0.0,coord_median,valid_primary
cimas,none,0,0.0,coord_median,True,11,0.79088,0.70301,0.73092,0.46342,0.7894300000000002,,0,0.374,966,0.79088,0.0,coord_median,valid_primary
cimas,none,0,0.0,coord_median,True,19,0.78992,0.70135,0.73056,0.46328,0.7872221428571428,,0,0.347,966,0.78992,0.0,coord_median,valid_primary
cimas,none,0,0.0,coord_median,True,23,0.79029,0.70177,0.72983,0.46192,0.7879507142857144,,0,0.34,966,0.79029,0.0,coord_median,valid_primary
cimas,none,0,0.0,coord_median,True,37,0.78977,0.69974,0.73085,0.46487,0.7869789285714285,,0,0.339,966,0.78977,0.0,coord_median,valid_primary
cimas,none,0,0.0,trimmed_mean,True,7,0.79196,0.70539,0.72976,0.46114,0.7896642857142856,,0,0.344,966,0.79196,0.0,trimmed_mean,valid_primary
cimas,none,0,0.0,trimmed_mean,True,11,0.79237,0.70558,0.73288,0.46784,0.790595,,0,0.346,966,0.79237,0.0,trimmed_mean,valid_primary
cimas,none,0,0.0,trimmed_mean,True,19,0.79158,0.70417,0.73223,0.46731,0.7883253571428571,,0,0.338,966,0.79158,0.0,trimmed_mean,valid_primary
cimas,none,0,0.0,trimmed_mean,True,23,0.79186,0.70483,0.73433,0.4717,0.7891432142857143,,0,0.339,966,0.79186,0.0,trimmed_mean,valid_primary
cimas,none,0,0.0,trimmed_mean,True,37,0.79211,0.7045,0.73361,0.47036,0.78917,,0,0.342,966,0.79211,0.0,trimmed_mean,valid_primary
cimas,none,0,0.0,krum,True,7,0.7918,0.70364,0.72722,0.45587,0.7892164285714286,,0,0.352,966,0.7918,0.0,krum,valid_primary
cimas,none,0,0.0,krum,True,11,0.7928,0.70599,0.73106,0.4634,0.7908153571428571,,0,0.355,966,0.7928,0.0,krum,valid_primary
cimas,none,0,0.0,krum,True,19,0.79173,0.70378,0.73078,0.46402,0.7883753571428571,,0,0.367,966,0.79173,0.0,krum,valid_primary
cimas,none,0,0.0,krum,True,23,0.79196,0.70389,0.72976,0.46167,0.7889867857142858,,0,0.364,966,0.79196,0.0,krum,valid_primary
cimas,none,0,0.0,krum,True,37,0.79157,0.70114,0.73042,0.46394,0.7882425,,0,0.357,966,0.79157,0.0,krum,valid_primary
cimas,none,0,0.0,clipping,True,7,0.7911,0.70377,0.72737,0.45687,0.7887960714285717,,0,0.339,966,0.7911,0.0,clipping,valid_primary
cimas,none,0,0.0,clipping,True,11,0.79163,0.70428,0.7302,0.4626,0.7899628571428571,,0,0.338,966,0.79163,0.0,clipping,valid_primary
cimas,none,0,0.0,clipping,True,19,0.79082,0.70244,0.73122,0.46554,0.7878132142857143,,0,0.338,966,0.79082,0.0,clipping,valid_primary
cimas,none,0,0.0,clipping,True,23,0.79124,0.7037,0.73237,0.46782,0.7886299999999998,,0,0.346,966,0.79124,0.0,clipping,valid_primary
cimas,none,0,0.0,clipping,True,37,0.79091,0.70192,0.73093,0.46577,0.7879242857142855,,0,0.342,966,0.79091,0.0,clipping,valid_primary
cimas,random_gauss,2,8.7,fedavg,True,7,0.79206,0.7091,0.72889,0.45931,0.7868389285714287,,0,0.348,966,0.7911,0.0009599999999999,fedavg,valid_primary
cimas,random_gauss,2,8.7,fedavg,True,11,0.79174,0.70374,0.72954,0.46149,0.7885196428571428,,0,0.334,966,0.79163,0.00011,fedavg,valid_primary
cimas,random_gauss,2,8.7,fedavg,True,19,0.79026,0.70119,0.72941,0.46218,0.7866078571428571,,0,0.345,966,0.79082,-0.00056,fedavg,valid_primary
cimas,random_gauss,2,8.7,fedavg,True,23,0.79024,0.70065,0.73092,0.46342,0.7790603571428572,,0,0.342,966,0.79124,-0.001,fedavg,valid_primary
cimas,random_gauss,2,8.7,fedavg,True,37,0.79383,0.70554,0.72766,0.45845,0.7887582142857144,,0,0.351,966,0.79091,0.00292,fedavg,valid_primary
cimas,random_gauss,2,8.7,coord_median,True,7,0.78991,0.70169,0.72809,0.45771,0.7877346428571429,,0,0.347,966,0.79005,-0.00014,coord_median,valid_primary
cimas,random_gauss,2,8.7,coord_median,True,11,0.79084,0.70297,0.72983,0.46088,0.7893835714285713,,0,0.343,966,0.79088,-4.000000000004e-05,coord_median,valid_primary
cimas,random_gauss,2,8.7,coord_median,True,19,0.78986,0.70134,0.72954,0.46094,0.7871539285714285,,0,0.339,966,0.78992,-5.999999999994898e-05,coord_median,valid_primary
cimas,random_gauss,2,8.7,coord_median,True,23,0.79019,0.70168,0.73114,0.4647,0.7878142857142857,,0,0.337,966,0.79029,-0.0001000000000001,coord_median,valid_primary
cimas,random_gauss,2,8.7,coord_median,True,37,0.79003,0.70036,0.73151,0.46658,0.7870896428571429,,0,0.345,966,0.78977,0.00026,coord_median,valid_primary
cimas,random_gauss,2,8.7,trimmed_mean,True,7,0.79129,0.70453,0.72976,0.46167,0.7890203571428572,,0,0.348,966,0.79196,-0.0006699999999999,trimmed_mean,valid_primary
cimas,random_gauss,2,8.7,trimmed_mean,True,11,0.79253,0.70599,0.73309,0.46803,0.7908542857142857,,0,0.335,966,0.79237,0.0001599999999999,trimmed_mean,valid_primary
cimas,random_gauss,2,8.7,trimmed_mean,True,19,0.79144,0.70401,0.7323,0.46756,0.7883564285714286,,0,0.347,966,0.79158,-0.0001399999999999,trimmed_mean,valid_primary
cimas,random_gauss,2,8.7,trimmed_mean,True,23,0.79154,0.70413,0.73179,0.46638,0.7890571428571429,,0,0.338,966,0.79186,-0.0003199999999999,trimmed_mean,valid_primary
cimas,random_gauss,2,8.7,trimmed_mean,True,37,0.79205,0.70461,0.73332,0.4706,0.7891253571428571,,0,0.347,966,0.79211,-5.999999999994898e-05,trimmed_mean,valid_primary
cimas,random_gauss,2,8.7,krum,True,7,0.7918,0.70364,0.72722,0.45587,0.7892164285714286,,0,0.354,966,0.7918,0.0,krum,valid_primary
cimas,random_gauss,2,8.7,krum,True,11,0.7928,0.70599,0.73106,0.4634,0.7908153571428571,,0,0.356,966,0.7928,0.0,krum,valid_primary
cimas,random_gauss,2,8.7,krum,True,19,0.79173,0.70378,0.73078,0.46402,0.7883753571428571,,0,0.362,966,0.79173,0.0,krum,valid_primary
cimas,random_gauss,2,8.7,krum,True,23,0.78931,0.69957,0.72825,0.4599,0.7876339285714286,,0,0.361,966,0.79196,-0.00265,krum,valid_primary
cimas,random_gauss,2,8.7,krum,True,37,0.79157,0.70114,0.73042,0.46394,0.7882425,,0,0.353,966,0.79157,0.0,krum,valid_primary
cimas,random_gauss,2,8.7,clipping,True,7,0.78108,0.68288,0.72555,0.45244,0.7617467857142858,,0,0.341,966,0.7911,-0.01002,clipping,valid_primary
cimas,random_gauss,2,8.7,clipping,True,11,0.79173,0.70521,0.72794,0.45723,0.7896685714285713,,0,0.34,966,0.79163,0.0001000000000001,clipping,valid_primary
cimas,random_gauss,2,8.7,clipping,True,19,0.79107,0.70366,0.72845,0.4589,0.7875774999999999,,0,0.34,966,0.79082,0.00025,clipping,valid_primary
cimas,random_gauss,2,8.7,clipping,True,23,0.78781,0.69695,0.72663,0.45403,0.7795346428571429,,0,0.36,966,0.79124,-0.00343,clipping,valid_primary
cimas,random_gauss,2,8.7,clipping,True,37,0.78809,0.69655,0.72577,0.45314,0.7823685714285714,,0,0.347,966,0.79091,-0.00282,clipping,valid_primary
cimas,random_gauss,5,21.7,fedavg,True,7,0.78803,0.70008,0.72244,0.44677,0.7841207142857144,,0,0.342,966,0.7911,-0.00307,fedavg,valid_primary
cimas,random_gauss,5,21.7,fedavg,True,11,0.78167,0.69686,0.71833,0.43482,0.7620303571428572,,0,0.345,966,0.79163,-0.0099599999999999,fedavg,valid_primary
cimas,random_gauss,5,21.7,fedavg,True,19,0.78814,0.69493,0.73077,0.46247,0.7789239285714284,,0,0.344,966,0.79082,-0.00268,fedavg,valid_primary
cimas,random_gauss,5,21.7,fedavg,True,23,0.78974,0.70107,0.72991,0.46337,0.7848614285714286,,0,0.348,966,0.79124,-0.0015,fedavg,valid_primary
cimas,random_gauss,5,21.7,fedavg,True,37,0.7404,0.66066,0.69021,0.38529,0.7114921428571429,,0,0.349,966,0.79091,-0.05051,fedavg,valid_primary
cimas,random_gauss,5,21.7,coord_median,True,7,0.78992,0.70258,0.72823,0.45768,0.7881175000000001,,0,0.353,966,0.79005,-0.00013,coord_median,valid_primary
cimas,random_gauss,5,21.7,coord_median,True,11,0.79074,0.70243,0.72867,0.4586,0.7895414285714286,,0,0.344,966,0.79088,-0.00014,coord_median,valid_primary
cimas,random_gauss,5,21.7,coord_median,True,19,0.79087,0.70438,0.72947,0.46124,0.7880514285714286,,0,0.341,966,0.78992,0.00095,coord_median,valid_primary
cimas,random_gauss,5,21.7,coord_median,True,23,0.78956,0.70066,0.72926,0.46106,0.7873100000000001,,0,0.354,966,0.79029,-0.00073,coord_median,valid_primary
cimas,random_gauss,5,21.7,coord_median,True,37,0.79121,0.70283,0.73114,0.46529,0.7888146428571429,,0,0.342,966,0.78977,0.0014399999999999,coord_median,valid_primary
cimas,random_gauss,5,21.7,trimmed_mean,True,7,0.79078,0.70408,0.72874,0.45934,0.7888964285714286,,0,0.349,966,0.79196,-0.0011799999999999,trimmed_mean,valid_primary
cimas,random_gauss,5,21.7,trimmed_mean,True,11,0.79147,0.70392,0.73338,0.46846,0.7898642857142856,,0,0.349,966,0.79237,-0.0009,trimmed_mean,valid_primary
cimas,random_gauss,5,21.7,trimmed_mean,True,19,0.79133,0.70471,0.73317,0.46943,0.7881946428571431,,0,0.349,966,0.79158,-0.0002499999999999,trimmed_mean,valid_primary
cimas,random_gauss,5,21.7,trimmed_mean,True,23,0.79036,0.70179,0.73114,0.46529,0.7876785714285715,,0,0.35,966,0.79186,-0.0015,trimmed_mean,valid_primary
cimas,random_gauss,5,21.7,trimmed_mean,True,37,0.79181,0.70369,0.73252,0.46834,0.7892139285714285,,0,0.344,966,0.79211,-0.0002999999999999,trimmed_mean,valid_primary
cimas,random_gauss,5,21.7,krum,True,7,0.7918,0.70364,0.72722,0.45587,0.7892164285714286,,0,0.354,966,0.7918,0.0,krum,valid_primary
cimas,random_gauss,5,21.7,krum,True,11,0.7928,0.70599,0.73106,0.4634,0.7908153571428571,,0,0.36,966,0.7928,0.0,krum,valid_primary
cimas,random_gauss,5,21.7,krum,True,19,0.79173,0.70378,0.73078,0.46402,0.7883753571428571,,0,0.361,966,0.79173,0.0,krum,valid_primary
cimas,random_gauss,5,21.7,krum,True,23,0.79196,0.70389,0.72976,0.46167,0.7889867857142858,,0,0.368,966,0.79196,0.0,krum,valid_primary
cimas,random_gauss,5,21.7,krum,True,37,0.79157,0.70114,0.73042,0.46394,0.7882425,,0,0.359,966,0.79157,0.0,krum,valid_primary
cimas,random_gauss,5,21.7,clipping,True,7,0.78158,0.68946,0.71832,0.44123,0.7605521428571429,,0,0.34,966,0.7911,-0.0095199999999999,clipping,valid_primary
cimas,random_gauss,5,21.7,clipping,True,11,0.7859,0.69992,0.71986,0.44719,0.716365,,0,0.34,966,0.79163,-0.0057299999999999,clipping,valid_primary
cimas,random_gauss,5,21.7,clipping,True,19,0.79073,0.70464,0.72292,0.44483,0.7874567857142859,,0,0.343,966,0.79082,-8.999999999992347e-05,clipping,valid_primary
cimas,random_gauss,5,21.7,clipping,True,23,0.79063,0.70054,0.73136,0.46545,0.7879110714285714,,0,0.347,966,0.79124,-0.0006099999999999,clipping,valid_primary
cimas,random_gauss,5,21.7,clipping,True,37,0.77226,0.67686,0.70856,0.41579,0.7608689285714284,,0,0.349,966,0.79091,-0.01865,clipping,valid_primary
cimas,random_gauss,7,30.4,fedavg,True,7,0.79115,0.70544,0.73057,0.4651,0.7890746428571428,,0,0.345,966,0.7911,4.999999999999449e-05,fedavg,valid_primary
cimas,random_gauss,7,30.4,fedavg,True,11,0.7817,0.68435,0.726,0.45498,0.7753167857142856,,0,0.344,966,0.79163,-0.0099299999999999,fedavg,valid_primary
cimas,random_gauss,7,30.4,fedavg,True,19,0.78952,0.70164,0.73173,0.46879,0.7840192857142857,,0,0.348,966,0.79082,-0.0012999999999999,fedavg,valid_primary
cimas,random_gauss,7,30.4,fedavg,True,23,0.79284,0.70791,0.72693,0.45494,0.7901957142857142,,0,0.336,966,0.79124,0.0015999999999999,fedavg,valid_primary
cimas,random_gauss,7,30.4,fedavg,True,37,0.75965,0.66568,0.70144,0.40751,0.737127142857143,,0,0.343,966,0.79091,-0.0312599999999999,fedavg,valid_primary
cimas,random_gauss,7,30.4,coord_median,True,7,0.78925,0.70014,0.7291,0.45952,0.7873549999999999,,0,0.352,966,0.79005,-0.0008,coord_median,valid_primary
cimas,random_gauss,7,30.4,coord_median,True,11,0.7909,0.70217,0.72824,0.45818,0.7891642857142858,,0,0.347,966,0.79088,2.000000000002e-05,coord_median,valid_primary
cimas,random_gauss,7,30.4,coord_median,True,19,0.79056,0.70286,0.73339,0.46959,0.7874246428571429,,0,0.338,966,0.78992,0.00064,coord_median,valid_primary
cimas,random_gauss,7,30.4,coord_median,True,23,0.78956,0.70107,0.73143,0.4657,0.7876892857142856,,0,0.338,966,0.79029,-0.00073,coord_median,valid_primary
cimas,random_gauss,7,30.4,coord_median,True,37,0.79104,0.70176,0.7294,0.461,0.7886757142857143,,0,0.339,966,0.78977,0.0012699999999999,coord_median,valid_primary
cimas,random_gauss,7,30.4,trimmed_mean,True,7,0.79028,0.70267,0.72954,0.46043,0.7878364285714285,,0,0.349,966,0.79196,-0.00168,trimmed_mean,valid_primary
cimas,random_gauss,7,30.4,trimmed_mean,True,11,0.79121,0.70295,0.73048,0.46303,0.7896714285714285,,0,0.35,966,0.79237,-0.00116,trimmed_mean,valid_primary
