model_seed,crn_idx,scenario,round,n_attend,participation_clinical,active_clients,auroc,pr_auc,comm_cost_params,comm_cost_bytes,chain_hash
19,1,C3,15,359,0.893,2,0.54596,0.19744,48,192,cf7a541e3e517bb2
19,1,C3,16,357,0.8881,2,0.56816,0.2139,48,192,3b4c3e22ab8b3bb5
19,1,C3,17,354,0.8806,2,0.56576,0.19396,48,192,dffbccca2ada6bab
19,1,C3,18,359,0.893,2,0.56095,0.23066,48,192,288519dcf5499dc7
19,1,C3,19,373,0.9279,2,0.56571,0.23337,48,192,04e670aaab86c23d
19,1,C3,20,368,0.9154,2,0.56476,0.24202,48,192,a6f740c915b59cd2
19,2,C0,1,324,0.806,2,0.5615,0.20317,48,192,a57249706309f286
19,2,C0,2,319,0.7935,2,0.55082,0.2106,48,192,f22d8243ec7b488c
19,2,C0,3,325,0.8085,2,0.56771,0.17587,48,192,81e332f14e1021ce
19,2,C0,4,319,0.7935,2,0.56039,0.23308,48,192,359248f2cbee9d41
19,2,C0,5,325,0.8085,2,0.57538,0.19708,48,192,56cd8d01b2fda79b
19,2,C0,6,337,0.8383,2,0.56781,0.21121,48,192,786b0051b4db6347
19,2,C0,7,326,0.8109,2,0.55478,0.1903,48,192,70a033d50a6391f8
19,2,C0,8,328,0.8159,2,0.55097,0.23026,48,192,7e3615ef6490c7d6
19,2,C0,9,338,0.8408,2,0.56781,0.20429,48,192,5c6b2e9103c76fc7
19,2,C0,10,334,0.8308,2,0.56636,0.19236,48,192,9363124410fe2ddd
19,2,C0,11,332,0.8259,2,0.54837,0.21657,48,192,6b4aa0ea08be5bdc
19,2,C0,12,325,0.8085,2,0.55669,0.23717,48,192,db8749c4341148f2
19,2,C0,13,324,0.806,2,0.5421,0.21119,48,192,2636fbf365ab7479
19,2,C0,14,327,0.8134,2,0.55513,0.25008,48,192,56f27ec71c399319
19,2,C0,15,331,0.8234,2,0.56486,0.21764,48,192,71e43f71c7dd6957
19,2,C0,16,327,0.8134,2,0.55578,0.2275,48,192,9e72b75fd5925402
19,2,C0,17,325,0.8085,2,0.56716,0.20656,48,192,84356ce1b08dc48c
19,2,C0,18,328,0.8159,2,0.54546,0.19467,48,192,f77c779494d14e30
19,2,C0,19,331,0.8234,2,0.54827,0.22344,48,192,4ded21532c3aa1d1
19,2,C0,20,326,0.8109,2,0.55864,0.23629,48,192,09f68f435c8f73fe
19,2,C1,1,349,0.8682,2,0.55889,0.23204,48,192,a14ed2be8b56da97
19,2,C1,2,341,0.8483,2,0.562,0.18523,48,192,9375ac1ae7181bb8
19,2,C1,3,343,0.8532,2,0.56285,0.17772,48,192,f224b4cb072b3d76
19,2,C1,4,342,0.8507,2,0.56145,0.22764,48,192,93b29d43c8dba929
19,2,C1,5,339,0.8433,2,0.57418,0.19983,48,192,c2870592452c972f
19,2,C1,6,349,0.8682,2,0.56701,0.20565,48,192,2e727b4d1122f16a
19,2,C1,7,349,0.8682,2,0.55493,0.19436,48,192,cd6011a9f9d5b0c5
19,2,C1,8,346,0.8607,2,0.55363,0.23876,48,192,ad1f57ff570492f1
19,2,C1,9,356,0.8856,2,0.55097,0.19205,48,192,88fc8ff4b03907b1
19,2,C1,10,348,0.8657,2,0.53478,0.17842,48,192,895f1df2055e0e64
19,2,C1,11,341,0.8483,2,0.55428,0.22695,48,192,103ab8266e4d0401
19,2,C1,12,346,0.8607,2,0.55629,0.23535,48,192,7d769ed9b2b00dc0
19,2,C1,13,345,0.8582,2,0.53874,0.22024,48,192,af05f1800eedcb33
19,2,C1,14,348,0.8657,2,0.55649,0.23083,48,192,8dc3bc41e8896866
19,2,C1,15,345,0.8582,2,0.57012,0.21563,48,192,ffaa49bec9b2c40d
19,2,C1,16,342,0.8507,2,0.55553,0.2315,48,192,40724caab3420326
19,2,C1,17,343,0.8532,2,0.57032,0.2146,48,192,67658aec40e5053b
19,2,C1,18,340,0.8458,2,0.54416,0.21129,48,192,05167b2305749425
19,2,C1,19,345,0.8582,2,0.55578,0.22905,48,192,10538e1698eb3e85
19,2,C1,20,346,0.8607,2,0.5624,0.24414,48,192,3db87a107ce8b713
19,2,C2,1,355,0.8831,2,0.55659,0.23256,48,192,f8728c3221c7c6c5
19,2,C2,2,352,0.8756,2,0.53087,0.21009,48,192,cbff13e64cbfb26f
19,2,C2,3,344,0.8557,2,0.56666,0.19803,48,192,e296131273b55a95
19,2,C2,4,347,0.8632,2,0.54892,0.229,48,192,05c1c7983d954008
19,2,C2,5,346,0.8607,2,0.56225,0.2044,48,192,66178bb2f5d0722d
19,2,C2,6,354,0.8806,2,0.5623,0.22316,48,192,fdf1494d89771be0
19,2,C2,7,351,0.8731,2,0.56295,0.20951,48,192,f39174762db1bc63
19,2,C2,8,356,0.8856,2,0.55618,0.23324,48,192,031c7e5402f94a94
19,2,C2,9,361,0.898,2,0.58225,0.20796,48,192,47da37c9cc1e2618
19,2,C2,10,359,0.893,2,0.54897,0.18454,48,192,384e655749a967c7
19,2,C2,11,351,0.8731,2,0.55278,0.2292,48,192,0a55182288b26562
19,2,C2,12,347,0.8632,2,0.55689,0.24307,48,192,8d97a47eebbaa186
19,2,C2,13,349,0.8682,2,0.54852,0.22366,48,192,3322322db7b104bd
19,2,C2,14,348,0.8657,2,0.55573,0.23786,48,192,8fd38b881fe0e5a4
19,2,C2,15,350,0.8706,2,0.56065,0.23753,48,192,0e44af1cf15d6faa
19,2,C2,16,350,0.8706,2,0.55568,0.22859,48,192,824633adb0a80ae0
19,2,C2,17,345,0.8582,2,0.56851,0.20966,48,192,c9336a6a12bd20d2
19,2,C2,18,342,0.8507,2,0.54937,0.21188,48,192,c3c811fd9c9b39d5
19,2,C2,19,348,0.8657,2,0.55248,0.23025,48,192,7d95c4bdc6464794
19,2,C2,20,354,0.8806,2,0.56571,0.24164,48,192,fd3ad3abe9c02669
19,2,C3,1,363,0.903,2,0.55879,0.229,48,192,72d9bfafa5ae2b6c
19,2,C3,2,356,0.8856,2,0.53824,0.21606,48,192,a9c5c5693373d0ff
19,2,C3,3,352,0.8756,2,0.56496,0.19721,48,192,dd5ec60d3f8822ce
19,2,C3,4,358,0.8905,2,0.55047,0.2266,48,192,57f58777ef947056
19,2,C3,5,355,0.8831,2,0.56546,0.21224,48,192,01495014eefc6bc9
19,2,C3,6,360,0.8955,2,0.5644,0.23095,48,192,82f5faa51427ba33
19,2,C3,7,360,0.8955,2,0.55879,0.19755,48,192,c577c99bee3e81e4
19,2,C3,8,361,0.898,2,0.55238,0.23617,48,192,47bf6150455050e0
19,2,C3,9,365,0.908,2,0.5819,0.20551,48,192,84683b47b7e844c3
19,2,C3,10,363,0.903,2,0.55112,0.18654,48,192,12aa96edbe0a210f
19,2,C3,11,362,0.9005,2,0.55062,0.23106,48,192,e6bde11864b51545
19,2,C3,12,356,0.8856,2,0.55689,0.24328,48,192,b96715c888c2b471
19,2,C3,13,354,0.8806,2,0.54776,0.22284,48,192,18f7f4b5f9958f94
19,2,C3,14,359,0.893,2,0.55664,0.25797,48,192,82cf5d91fce2766a
19,2,C3,15,356,0.8856,2,0.55999,0.23299,48,192,27d840a12fac28f9
19,2,C3,16,357,0.8881,2,0.55639,0.23271,48,192,a20419443d187e24
19,2,C3,17,350,0.8706,2,0.57137,0.21268,48,192,3f61e62c70948afb
19,2,C3,18,354,0.8806,2,0.55157,0.21217,48,192,d71c43c171d17057
19,2,C3,19,358,0.8905,2,0.55629,0.23104,48,192,fb1f4d5b528b07f4
19,2,C3,20,358,0.8905,2,0.56536,0.24202,48,192,11642e7b138b8755
19,3,C0,1,323,0.8035,2,0.54922,0.23102,48,192,6379cb6f53a27d2c
19,3,C0,2,317,0.7886,2,0.57483,0.2018,48,192,f857d8c99e9596b9
19,3,C0,3,326,0.8109,2,0.55508,0.20137,48,192,c7aaa46c332f9ffa
19,3,C0,4,328,0.8159,2,0.56766,0.20301,48,192,e3487bb5cf75de80
19,3,C0,5,330,0.8209,2,0.56491,0.19711,48,192,198728fe44d2ab70
19,3,C0,6,329,0.8184,2,0.54521,0.19411,48,192,37677233132cf3d9
19,3,C0,7,332,0.8259,2,0.53659,0.17358,48,192,1b6f9354045f7a38
19,3,C0,8,335,0.8333,2,0.55634,0.2294,48,192,77ef33d2df4b60a5
19,3,C0,9,325,0.8085,2,0.55583,0.2252,48,192,5f46f5c97346ceb2
19,3,C0,10,323,0.8035,2,0.55704,0.19766,48,192,32cd06f7c778cdf0
19,3,C0,11,327,0.8134,2,0.54376,0.22136,48,192,cebb2c03c87431df
19,3,C0,12,322,0.801,2,0.53528,0.21842,48,192,6103e961e52c5dea
19,3,C0,13,323,0.8035,2,0.53153,0.20743,48,192,003f24b9f6f3a923
19,3,C0,14,323,0.8035,2,0.56225,0.19223,48,192,35c373f22cd1ec6a
19,3,C0,15,321,0.7985,2,0.55563,0.21375,48,192,1c9af5fa60dca458
19,3,C0,16,333,0.8284,2,0.55694,0.18744,48,192,13e96184c5733043
19,3,C0,17,338,0.8408,2,0.55152,0.22607,48,192,cf25b847d2111bdf
19,3,C0,18,328,0.8159,2,0.53874,0.20009,48,192,03c5b8ca05d69338
19,3,C0,19,323,0.8035,2,0.54305,0.18043,48,192,6129164135912a05
19,3,C0,20,328,0.8159,2,0.55899,0.18353,48,192,653d590f270773b6
19,3,C1,1,344,0.8557,2,0.54852,0.22789,48,192,7c28476ab8f6dd3d
19,3,C1,2,332,0.8259,2,0.56395,0.22539,48,192,6aeeba50d1203a34
19,3,C1,3,337,0.8383,2,0.55197,0.2174,48,192,77f94393dc13fe2e
19,3,C1,4,349,0.8682,2,0.56009,0.23234,48,192,24a25daf99046d74
19,3,C1,5,352,0.8756,2,0.57909,0.2178,48,192,c3eea7dcc63f2a04
19,3,C1,6,342,0.8507,2,0.53278,0.18919,48,192,eac0860404350d4a
19,3,C1,7,346,0.8607,2,0.56225,0.19776,48,192,becfc9b478546fe1
19,3,C1,8,356,0.8856,2,0.56806,0.23216,48,192,19bc0791907166e0
19,3,C1,9,342,0.8507,2,0.55859,0.2305,48,192,a50a70d4f9a84a6b
19,3,C1,10,344,0.8557,2,0.56225,0.21343,48,192,6953db4d3e7bdb28
19,3,C1,11,341,0.8483,2,0.55017,0.23152,48,192,48602a19464f8cb6
19,3,C1,12,336,0.8358,2,0.52787,0.20948,48,192,3d0fcade42878bc8
19,3,C1,13,337,0.8383,2,0.54721,0.23413,48,192,9bbafddd9d846714
19,3,C1,14,343,0.8532,2,0.56912,0.1932,48,192,c62743f9f9c78391
19,3,C1,15,336,0.8358,2,0.54802,0.19172,48,192,d4daa7a53c830baa
19,3,C1,16,347,0.8632,2,0.55724,0.2204,48,192,f95024a81db845eb
19,3,C1,17,345,0.8582,2,0.55729,0.23678,48,192,195e7236bee3061b
19,3,C1,18,346,0.8607,2,0.55909,0.19457,48,192,c19172bc177890a8
19,3,C1,19,346,0.8607,2,0.55754,0.21471,48,192,8fc3ffd8a828392f
19,3,C1,20,339,0.8433,2,0.57227,0.22359,48,192,f2f1cc2659309edc
19,3,C2,1,349,0.8682,2,0.55137,0.22929,48,192,7970b4ae8e3d0ef1
19,3,C2,2,343,0.8532,2,0.57277,0.21895,48,192,f3a0821f59f505f1
19,3,C2,3,348,0.8657,2,0.54546,0.21357,48,192,61a3e933b434e176
19,3,C2,4,353,0.8781,2,0.5623,0.23557,48,192,cfeb5ce7eaac6bc2
19,3,C2,5,356,0.8856,2,0.55613,0.23311,48,192,26b4b1231dc7b4fc
19,3,C2,6,351,0.8731,2,0.5425,0.20128,48,192,1627ebfb4ba689d8
19,3,C2,7,355,0.8831,2,0.56205,0.19173,48,192,f6d3af5a1d37b52a
19,3,C2,8,358,0.8905,2,0.55639,0.23561,48,192,a5432ac550c7e2f0
19,3,C2,9,348,0.8657,2,0.55734,0.23681,48,192,89ba2531336476d0
19,3,C2,10,346,0.8607,2,0.55709,0.21511,48,192,1dd7b5ca6c601b01
19,3,C2,11,347,0.8632,2,0.55137,0.22781,48,192,a2e775ad36465f9c
19,3,C2,12,341,0.8483,2,0.52361,0.20505,48,192,4a134f154e3ed610
19,3,C2,13,344,0.8557,2,0.54711,0.23406,48,192,ab1c8be356bff72c
19,3,C2,14,347,0.8632,2,0.56631,0.19484,48,192,98e43840c0d12936
19,3,C2,15,338,0.8408,2,0.54786,0.19275,48,192,55963473e3eddd96
19,3,C2,16,355,0.8831,2,0.55909,0.21488,48,192,1739a5454658c2ed
19,3,C2,17,352,0.8756,2,0.55944,0.23537,48,192,9a0ea72b800f64c3
19,3,C2,18,350,0.8706,2,0.55759,0.20299,48,192,0984a97671f9d922
19,3,C2,19,359,0.893,2,0.55814,0.21751,48,192,362e1647666a444d
19,3,C2,20,344,0.8557,2,0.56736,0.25022,48,192,075c7d05dd4c6f94
19,3,C3,1,354,0.8806,2,0.55122,0.22607,48,192,731a552b89f16c61
19,3,C3,2,348,0.8657,2,0.57167,0.21843,48,192,811403c4ee0b6a2f
19,3,C3,3,354,0.8806,2,0.54601,0.20874,48,192,669854fb190d4671
19,3,C3,4,360,0.8955,2,0.5617,0.23717,48,192,0d3edcfad5f5b957
19,3,C3,5,366,0.9104,2,0.56065,0.23054,48,192,fff27b854579ccb1
19,3,C3,6,354,0.8806,2,0.54461,0.20505,48,192,74bbb2768942cf2c
19,3,C3,7,360,0.8955,2,0.5639,0.19353,48,192,58f2c116574b7838
19,3,C3,8,368,0.9154,2,0.55689,0.24419,48,192,60ad65d46e4e5166
19,3,C3,9,354,0.8806,2,0.55749,0.23836,48,192,65568e13ee090046
19,3,C3,10,352,0.8756,2,0.55904,0.22628,48,192,f19a518634a382f6
19,3,C3,11,352,0.8756,2,0.55213,0.22976,48,192,0426ae18eec0588d
19,3,C3,12,351,0.8731,2,0.51985,0.20439,48,192,55e43c938fa24ed9
19,3,C3,13,348,0.8657,2,0.54832,0.2346,48,192,73c664c822aab82c
19,3,C3,14,353,0.8781,2,0.56871,0.19289,48,192,8ceda32b511706c4
19,3,C3,15,348,0.8657,2,0.54601,0.195,48,192,312059fcdc1a685c
19,3,C3,16,356,0.8856,2,0.56034,0.21444,48,192,e790d1837eb97aa8
19,3,C3,17,358,0.8905,2,0.55879,0.23304,48,192,afc74156979ac5b2
19,3,C3,18,361,0.898,2,0.54771,0.19941,48,192,cfca0806f6651b0d
19,3,C3,19,361,0.898,2,0.55939,0.21685,48,192,ed85ac3a6f6c2eb8
19,3,C3,20,355,0.8831,2,0.56912,0.2247,48,192,57e33021bcbfe22f
19,4,C0,1,326,0.8109,2,0.56009,0.19355,48,192,112fdf193960bbbc
19,4,C0,2,329,0.8184,2,0.53899,0.20742,48,192,6121a45268fc412a
19,4,C0,3,316,0.7861,2,0.54842,0.20026,48,192,55e1591a11e5655a
19,4,C0,4,323,0.8035,2,0.54832,0.19417,48,192,1f55223e63be9c23
19,4,C0,5,333,0.8284,2,0.54576,0.18637,48,192,2851a941c7f5cd1b
19,4,C0,6,321,0.7985,2,0.56461,0.19387,48,192,0fda0be2943fd267
19,4,C0,7,321,0.7985,2,0.54516,0.21603,48,192,3e832d52f0789d79
19,4,C0,8,334,0.8308,2,0.54776,0.2236,48,192,aa4de79d9c48df6e
19,4,C0,9,313,0.7786,2,0.55087,0.18865,48,192,e7a114046eec41d2
19,4,C0,10,329,0.8184,2,0.54105,0.1827,48,192,810b4c8a9f78f2d9
19,4,C0,11,322,0.801,2,0.56506,0.19789,48,192,9cbeff3443c7e1a2
19,4,C0,12,317,0.7886,2,0.55639,0.22152,48,192,7214e03f95010e94
19,4,C0,13,336,0.8358,2,0.55303,0.16643,48,192,e544f93d26bacf06
19,4,C0,14,331,0.8234,2,0.5397,0.22214,48,192,fb98e0fe6028cdca
19,4,C0,15,343,0.8532,2,0.5608,0.19277,48,192,1d165f0528a4161d
19,4,C0,16,334,0.8308,2,0.5627,0.24284,48,192,025e91250253925b
19,4,C0,17,324,0.806,2,0.55934,0.23703,48,192,64ed0eb78930d75f
19,4,C0,18,328,0.8159,2,0.57012,0.2026,48,192,1df33249af02d81c
19,4,C0,19,326,0.8109,2,0.56551,0.20909,48,192,8fd4c86bab35d628
19,4,C0,20,319,0.7935,2,0.52797,0.19503,48,192,6dd50e28a5a752fe
19,4,C1,1,351,0.8731,2,0.56561,0.22341,48,192,37943fd9cc56f8ff
19,4,C1,2,347,0.8632,2,0.54852,0.22456,48,192,a2a5adb71b104309
19,4,C1,3,344,0.8557,2,0.55764,0.19302,48,192,7591c52e99f9b19d
19,4,C1,4,343,0.8532,2,0.54541,0.18673,48,192,1580ff7d4655f79e
19,4,C1,5,348,0.8657,2,0.54416,0.21201,48,192,6575d3fcd137428b
19,4,C1,6,335,0.8333,2,0.56831,0.21277,48,192,662ecda93edbce44
19,4,C1,7,339,0.8433,2,0.54706,0.21638,48,192,7c48a651e34c76a5
19,4,C1,8,348,0.8657,2,0.55182,0.23206,48,192,4bb36e09393c3454
19,4,C1,9,330,0.8209,2,0.5608,0.20501,48,192,3bf74a615a2f78c0
19,4,C1,10,345,0.8582,2,0.56666,0.21042,48,192,4d69e91c7ed681c2
19,4,C1,11,349,0.8682,2,0.56811,0.19082,48,192,15a8434ca78ff089
19,4,C1,12,342,0.8507,2,0.55448,0.22687,48,192,9e78b8b1f4cfce9d
19,4,C1,13,350,0.8706,2,0.54731,0.21638,48,192,8347f3db94c9b26b
19,4,C1,14,343,0.8532,2,0.55192,0.21435,48,192,d0660e01c920918e
19,4,C1,15,351,0.8731,2,0.55899,0.23787,48,192,351cbfdbf9af81f5
19,4,C1,16,357,0.8881,2,0.56947,0.23036,48,192,5145358efe62f465
19,4,C1,17,352,0.8756,2,0.5624,0.22692,48,192,89e15db71c3e1dd0
19,4,C1,18,341,0.8483,2,0.57157,0.21269,48,192,e5494bd20efeb164
19,4,C1,19,345,0.8582,2,0.56506,0.21404,48,192,a9e011087ad69d0a
19,4,C1,20,339,0.8433,2,0.55263,0.20874,48,192,69f642950f73581d
19,4,C2,1,352,0.8756,2,0.56626,0.23392,48,192,cb4af68a31026781
19,4,C2,2,352,0.8756,2,0.55147,0.23165,48,192,0e60b56552952e90
19,4,C2,3,348,0.8657,2,0.54786,0.21643,48,192,ed6a74c9fd47c547
19,4,C2,4,349,0.8682,2,0.55769,0.22138,48,192,ad0792966a9d6988
19,4,C2,5,353,0.8781,2,0.56345,0.2388,48,192,8cd9d61cc56ce877
19,4,C2,6,342,0.8507,2,0.56786,0.22717,48,192,504e7a8c131a9d75
19,4,C2,7,348,0.8657,2,0.55157,0.2177,48,192,f703d22d844881a7
19,4,C2,8,348,0.8657,2,0.55127,0.21851,48,192,fc06059ddfae4247
19,4,C2,9,337,0.8383,2,0.5625,0.23172,48,192,9ca5de7ee6b9e648
19,4,C2,10,352,0.8756,2,0.56892,0.21141,48,192,c82ffb898936d588
19,4,C2,11,351,0.8731,2,0.56471,0.24282,48,192,ec91c6551d7cebd2
19,4,C2,12,348,0.8657,2,0.55563,0.23158,48,192,31777f6335f7f5b0
19,4,C2,13,351,0.8731,2,0.54992,0.22229,48,192,ecf847d4a69906f5
19,4,C2,14,351,0.8731,2,0.55383,0.22268,48,192,0a10baa6b351ee49
19,4,C2,15,359,0.893,2,0.55583,0.2296,48,192,fe3714035e2b5f36
19,4,C2,16,360,0.8955,2,0.56566,0.2338,48,192,f2668e5cad5d67d1
19,4,C2,17,357,0.8881,2,0.56115,0.23162,48,192,ae63e02587d53f3a
19,4,C2,18,347,0.8632,2,0.56325,0.2023,48,192,3f70b7a88d9f09df
19,4,C2,19,350,0.8706,2,0.56395,0.22184,48,192,f51140bcd90cbbec
19,4,C2,20,348,0.8657,2,0.55248,0.22657,48,192,240a4ee24bc31244
19,4,C3,1,363,0.903,2,0.56801,0.23915,48,192,8722c9817af0aeb0
19,4,C3,2,360,0.8955,2,0.55448,0.23243,48,192,981be74816752067
19,4,C3,3,355,0.8831,2,0.54436,0.2153,48,192,ccf791fa3f18a224
19,4,C3,4,354,0.8806,2,0.55819,0.20772,48,192,e8dd7e3ff96c3a75
19,4,C3,5,360,0.8955,2,0.56405,0.23991,48,192,06c6f40f3a69eef8
19,4,C3,6,350,0.8706,2,0.56962,0.22217,48,192,e2f23b43536f5ff3
19,4,C3,7,353,0.8781,2,0.55052,0.221,48,192,28ec4639e3d48410
19,4,C3,8,358,0.8905,2,0.55202,0.22512,48,192,e755cf828f1a49b9
19,4,C3,9,346,0.8607,2,0.56917,0.23551,48,192,8734f232ede33d8c
19,4,C3,10,356,0.8856,2,0.57167,0.21969,48,192,9c8bf1f81417357f
19,4,C3,11,357,0.8881,2,0.56691,0.23862,48,192,5f627e8518784b2e
19,4,C3,12,356,0.8856,2,0.55248,0.22652,48,192,f103df03a35c0a55
19,4,C3,13,359,0.893,2,0.55087,0.22202,48,192,9f4cd7017a236e56
19,4,C3,14,362,0.9005,2,0.54616,0.22648,48,192,da9a174f38b27111
19,4,C3,15,366,0.9104,2,0.54927,0.22613,48,192,65f3970f3fe8f5e4
19,4,C3,16,365,0.908,2,0.56766,0.23777,48,192,454ee0a0df608218
19,4,C3,17,365,0.908,2,0.56155,0.23229,48,192,b001b8cf8d0fce9f
19,4,C3,18,356,0.8856,2,0.55979,0.20954,48,192,1b626dae57abf06d
19,4,C3,19,361,0.898,2,0.56576,0.22884,48,192,b52dd8dc895d1b06
19,4,C3,20,356,0.8856,2,0.55077,0.23188,48,192,8beb247acac86dd3
23,0,C0,1,331,0.8234,2,0.55087,0.22491,48,192,d9315aefa2f4eb3d
23,0,C0,2,320,0.796,2,0.54566,0.20277,48,192,1aeb6bb0e486e373
23,0,C0,3,335,0.8333,2,0.55082,0.2218,48,192,3ed3789ca8a8d43e
23,0,C0,4,319,0.7935,2,0.54275,0.19816,48,192,ebe1ca086cac4525
23,0,C0,5,325,0.8085,2,0.54827,0.22806,48,192,7867cba5b5c1c168
23,0,C0,6,344,0.8557,2,0.55102,0.22572,48,192,073984c91dce66fb
23,0,C0,7,322,0.801,2,0.57017,0.17331,48,192,8fc0d8f85a93d88f
23,0,C0,8,334,0.8308,2,0.57468,0.21201,48,192,d9e399af30b94f61
23,0,C0,9,328,0.8159,2,0.54491,0.22241,48,192,101c2641a9eaabb1
23,0,C0,10,325,0.8085,2,0.57062,0.23832,48,192,fb9287367d62b257
23,0,C0,11,325,0.8085,2,0.54797,0.21492,48,192,057ec94ecf18bb4a
23,0,C0,12,322,0.801,2,0.55639,0.23724,48,192,2805d5ffda08c0ee
23,0,C0,13,329,0.8184,2,0.56325,0.19874,48,192,7738472da20eeae8
23,0,C0,14,322,0.801,2,0.5633,0.20184,48,192,ec3a1bbe1032eb79
23,0,C0,15,328,0.8159,2,0.54982,0.18284,48,192,ecf8acbb93436e2d
23,0,C0,16,338,0.8408,2,0.55674,0.18922,48,192,3c3bf022c1b5969d
23,0,C0,17,328,0.8159,2,0.52301,0.19181,48,192,9e9d1c7eb552a81e
23,0,C0,18,334,0.8308,2,0.56691,0.19971,48,192,129dcb1699f30f11
23,0,C0,19,333,0.8284,2,0.54431,0.21916,48,192,20ada09bfce11d0b
23,0,C0,20,327,0.8134,2,0.55859,0.20052,48,192,f5215f56a8edf4a9
23,0,C1,1,348,0.8657,2,0.55177,0.23382,48,192,2e13804e677db8d7
23,0,C1,2,338,0.8408,2,0.54932,0.22881,48,192,8b7a8def2720a452
23,0,C1,3,347,0.8632,2,0.56385,0.22364,48,192,bafb492f5f185db0
23,0,C1,4,343,0.8532,2,0.53924,0.19921,48,192,8f5886316fdc7559
23,0,C1,5,347,0.8632,2,0.54887,0.23672,48,192,b21bdd8b65e54850
23,0,C1,6,357,0.8881,2,0.55398,0.227,48,192,0db0f272ab5a0866
23,0,C1,7,337,0.8383,2,0.57303,0.17291,48,192,67aa2284bc27f77e
23,0,C1,8,354,0.8806,2,0.55348,0.23269,48,192,96a118637b126a0b
23,0,C1,9,342,0.8507,2,0.54471,0.22057,48,192,cba6db728db988fa
23,0,C1,10,340,0.8458,2,0.57328,0.22102,48,192,b291234388876794
23,0,C1,11,340,0.8458,2,0.54436,0.22161,48,192,15f06c5a5f226e48
23,0,C1,12,336,0.8358,2,0.55152,0.22363,48,192,c4c0197d79521afe
23,0,C1,13,350,0.8706,2,0.56846,0.19056,48,192,0b560e1f3e59696f
23,0,C1,14,346,0.8607,2,0.56972,0.21659,48,192,3cbe67edbbd0530b
23,0,C1,15,341,0.8483,2,0.54716,0.20948,48,192,813a8f6236e6c46c
23,0,C1,16,358,0.8905,2,0.5616,0.22781,48,192,0af6535a4dc3cc9a
23,0,C1,17,353,0.8781,2,0.54531,0.21621,48,192,4775168e67a94aeb
23,0,C1,18,352,0.8756,2,0.55684,0.20963,48,192,dd99f64d2d30b208
23,0,C1,19,357,0.8881,2,0.55408,0.22825,48,192,3b69c82981fbe4c2
23,0,C1,20,344,0.8557,2,0.55433,0.19297,48,192,525b61614307a22b
23,0,C2,1,350,0.8706,2,0.55243,0.2341,48,192,2475cbf4343971ae
23,0,C2,2,348,0.8657,2,0.55433,0.23087,48,192,f64cdfd09351e5e2
23,0,C2,3,356,0.8856,2,0.56912,0.2151,48,192,c35d7538b5b0229f
23,0,C2,4,349,0.8682,2,0.54802,0.21416,48,192,bd031d4c0ef8a01c
23,0,C2,5,353,0.8781,2,0.55097,0.22902,48,192,9529d08da7151aae
23,0,C2,6,366,0.9104,2,0.55719,0.23477,48,192,b6f32dff89d5893b
23,0,C2,7,343,0.8532,2,0.55137,0.22311,48,192,d1c7c85e774f5282
23,0,C2,8,360,0.8955,2,0.55548,0.23489,48,192,bb2429a8ee470c54
23,0,C2,9,347,0.8632,2,0.5431,0.21862,48,192,1bb9da9404dac259
23,0,C2,10,346,0.8607,2,0.56726,0.23341,48,192,f23029ef17b2680a
23,0,C2,11,342,0.8507,2,0.54932,0.21832,48,192,23e460a6cc35b062
23,0,C2,12,344,0.8557,2,0.54932,0.22504,48,192,ceb4ee21a9229ca8
23,0,C2,13,359,0.893,2,0.55659,0.21974,48,192,52bb19e11d5b3f33
23,0,C2,14,353,0.8781,2,0.57293,0.21271,48,192,94a69d1d09293b0a
23,0,C2,15,346,0.8607,2,0.54942,0.2131,48,192,356717943912b40d
23,0,C2,16,364,0.9055,2,0.56375,0.21572,48,192,e4533e43a8cfd9c2
23,0,C2,17,357,0.8881,2,0.54671,0.21151,48,192,07001a852490c31b
23,0,C2,18,356,0.8856,2,0.55914,0.2327,48,192,5328ed297bbff350
23,0,C2,19,362,0.9005,2,0.55453,0.22953,48,192,f10c6ecfaff33c80
23,0,C2,20,346,0.8607,2,0.55824,0.21297,48,192,ad0456bfd4fb8cc9
23,0,C3,1,356,0.8856,2,0.55147,0.23066,48,192,b8040ee87bbb6e80
23,0,C3,2,356,0.8856,2,0.55122,0.23095,48,192,3e3737a92febe85d
23,0,C3,3,358,0.8905,2,0.55819,0.21232,48,192,29d8bbb1364b9f86
23,0,C3,4,357,0.8881,2,0.54456,0.20654,48,192,c450875476755db6
23,0,C3,5,359,0.893,2,0.55167,0.22933,48,192,a25ccfc36a8c97ff
23,0,C3,6,370,0.9204,2,0.55744,0.23571,48,192,4c3f64e140f25224
23,0,C3,7,352,0.8756,2,0.55187,0.22458,48,192,41da5cbd392a8395
23,0,C3,8,364,0.9055,2,0.55433,0.23759,48,192,ac115f5b30faaa00
23,0,C3,9,354,0.8806,2,0.55202,0.22453,48,192,2a1cd4bed501ca85
23,0,C3,10,354,0.8806,2,0.56681,0.23172,48,192,a73c6ed3ff8317b4
23,0,C3,11,351,0.8731,2,0.54586,0.21597,48,192,2fbb0949261bd3fc
23,0,C3,12,349,0.8682,2,0.54676,0.22461,48,192,6b0233f0c1e2c5b2
23,0,C3,13,366,0.9104,2,0.55639,0.223,48,192,a23f99e83ca927be
