seed,condition,round,n_providers,mean_auroc,min_auroc,max_auroc,var_auroc,iqr_auroc,q25_auroc,q75_auroc
7,warm_fed,40,23,0.7936349287505119,0.5982142857142857,0.9404761904761904,0.007345070186364062,0.10335737903973663,0.743758005575648,0.8471153846153846
7,warm_fed,41,23,0.7936824237703636,0.5982142857142857,0.9404761904761904,0.0073516546010156635,0.102980646068067,0.7441347385473177,0.8471153846153847
7,warm_fed,42,23,0.7935827487106915,0.5982142857142857,0.9404761904761904,0.007361776783994994,0.10262370413517563,0.7444361249246534,0.847059829059829
7,warm_fed,43,23,0.7936377325240427,0.5982142857142857,0.9404761904761904,0.007361947512851106,0.10265148191295348,0.7444361249246534,0.8470876068376069
7,warm_fed,44,23,0.794395636382134,0.5982142857142857,0.9404761904761904,0.007321003399694014,0.10235808227461707,0.7448128578963231,0.8471709401709402
7,warm_fed,45,23,0.7940670547366283,0.5892857142857143,0.9391534391534392,0.007440361514814362,0.10222718012472753,0.7448882044906571,0.8471153846153846
7,warm_fed,46,23,0.7942228945254917,0.5892857142857143,0.9391534391534392,0.007445589639963115,0.10384098825752308,0.7448128578963231,0.8486538461538462
7,warm_fed,47,23,0.7941661172525959,0.5892857142857143,0.9391534391534392,0.0073620214042999866,0.10520379237915456,0.745038897679325,0.8502426900584795
7,warm_fed,48,23,0.7939837298816294,0.5892857142857143,0.9391534391534392,0.007335103098457543,0.10547076986831727,0.7448882044906571,0.8503589743589743
7,warm_fed,49,23,0.7941538610204735,0.5892857142857143,0.9391534391534392,0.007322729726634327,0.10507424585786929,0.7453402840566606,0.8504145299145299
7,warm_fed,50,23,0.7941638397712885,0.5892857142857143,0.9391534391534392,0.007318071650600241,0.10460237525308735,0.7458677102169982,0.8504700854700855
7,warm_fed,51,23,0.7936750100775456,0.5892857142857143,0.9391534391534392,0.007429602998711715,0.10420302136839033,0.746018403405666,0.8502214247740564
7,warm_fed,52,23,0.7937221095807336,0.5892857142857143,0.9391534391534392,0.007421942060635201,0.1035946051898542,0.7462444431886679,0.8498390483785221
7,warm_fed,53,23,0.793374658427014,0.5892857142857143,0.937830687830688,0.00739007014018935,0.1022628789547303,0.7466965227546715,0.8489594017094018
7,warm_fed,54,23,0.7927424049069253,0.5892857142857143,0.937830687830688,0.007438216085590266,0.10214795028283952,0.7469225625376733,0.8490705128205128
7,warm_fed,55,23,0.793083129450326,0.5892857142857143,0.937830687830688,0.0074084094579585265,0.0982972558383951,0.7508288125376733,0.8491260683760684
