pr_auc,auroc,mcc,bal_acc,sens,spec,brier,ece,model,outcome,site_test,seed,fold,n_test,n_pos_test
0.2208522263209763,0.6136363636363636,0.2028577500763056,0.553409090909091,0.125,0.9818181818181818,0.1300473630614859,0.13942259436075277,GBM-full,Y6-base,A,11,1,63,8
0.12041226747109099,0.06666666666666665,-0.15811388300841897,0.43333333333333335,0.0,0.8666666666666667,0.21515338738981798,0.2639414030208671,GBM-full,Y6-base,B,11,1,18,3
0.14912580063627714,0.4662337662337662,0.0,0.5,0.0,1.0,0.14218168595206132,0.13310537725386262,FL-FedAvg,Y6-base,all,11,1,81,11
0.1623839963093006,0.4318181818181818,0.0,0.5,0.0,1.0,0.13467281283481067,0.1337677791259035,FL-FedAvg,Y6-base,A,11,1,63,8
0.1888888888888889,0.4444444444444444,0.0,0.5,0.0,1.0,0.1684627418624386,0.14247478841052325,FL-FedAvg,Y6-base,B,11,1,18,3
0.14912580063627714,0.4662337662337662,0.0,0.5,0.0,1.0,0.14245240091363637,0.1375108451592139,FL-FedProx,Y6-base,all,11,1,81,11
0.1623839963093006,0.4318181818181818,0.0,0.5,0.0,1.0,0.13495268308590302,0.14062673342161974,FL-FedProx,Y6-base,A,11,1,63,8
0.1888888888888889,0.4444444444444444,0.0,0.5,0.0,1.0,0.168701413310703,0.14341717594985345,FL-FedProx,Y6-base,B,11,1,18,3
0.15476341472931077,0.40909090909090906,-0.06307376777101417,0.4857142857142857,0.0,0.9714285714285714,0.1545214777748834,0.17010073367300246,FL-FedAvg-E,Y6-base,all,11,1,81,11
0.17367529294357367,0.4431818181818182,-0.06905795747278488,0.4818181818181818,0.0,0.9636363636363636,0.15313363307003003,0.18737827738001922,FL-FedAvg-E,Y6-base,A,11,1,63,8
0.17678571428571427,0.39999999999999997,0.0,0.5,0.0,1.0,0.15937893424187013,0.10962933069844395,FL-FedAvg-E,Y6-base,B,11,1,18,3
0.16157652830699723,0.42424242424242425,-0.08434823356733,0.4407114624505929,0.2727272727272727,0.6086956521739131,0.22943600403192485,0.29036392357556245,LR-local-A,Y6-base,all,11,2,80,11
0.1819542999004614,0.5090909090909091,-0.05154060995580371,0.461038961038961,0.2857142857142857,0.6363636363636364,0.2147000991731599,0.31256486314458665,LR-local-A,Y6-base,A,11,2,62,7
0.17712710084033612,0.2142857142857143,-0.2091650066335189,0.375,0.25,0.5,0.2801930096565596,0.3210841274991375,LR-local-A,Y6-base,B,11,2,18,4
0.2041674806190395,0.4255599472990777,-0.10297049891304745,0.43148880105401843,0.18181818181818182,0.6811594202898551,0.23523544772934923,0.30715103458144566,EN-compact,Y6-base,all,11,2,80,11
